instance,family,data_split,arm,budget,certified_volume,certified,seconds
narrow-6-4,narrow,stress,A0_global_independent,64,0.0,False,0.028969125007279217
narrow-6-4,narrow,stress,A0_global_independent,256,0.0,False,0.1279599160188809
narrow-6-4,narrow,stress,A0_global_independent,1024,0.0,False,0.5177434160141274
narrow-6-4,narrow,stress,A3_decision_joint_relevant,64,3.410605131648481e-13,False,0.043745541013777256
narrow-6-4,narrow,stress,A3_decision_joint_relevant,256,3.240074875066057e-12,False,0.15173154207877815
narrow-6-4,narrow,stress,A3_decision_joint_relevant,1024,1.6541434888495132e-11,False,0.6652715000091121
narrow-6-5,narrow,stress,A0_global_independent,64,0.0,False,0.02667299995664507
narrow-6-5,narrow,stress,A0_global_independent,256,0.0,False,0.1088029999518767
narrow-6-5,narrow,stress,A0_global_independent,1024,0.0,False,0.42805608292110264
narrow-6-5,narrow,stress,A3_decision_joint_relevant,64,9.549694368615746e-12,False,0.04166970797814429
narrow-6-5,narrow,stress,A3_decision_joint_relevant,256,3.1377567211166024e-11,False,0.14746316708624363
narrow-6-5,narrow,stress,A3_decision_joint_relevant,1024,8.230927051045e-11,False,0.5673571249935776
narrow-6-6,narrow,stress,A0_global_independent,64,0.0,False,0.026756000006571412
narrow-6-6,narrow,stress,A0_global_independent,256,0.0,False,0.10937654203735292
narrow-6-6,narrow,stress,A0_global_independent,1024,0.0,False,0.43131708388682455
narrow-6-6,narrow,stress,A3_decision_joint_relevant,64,0.0037841796875,False,0.03729125007521361
narrow-6-6,narrow,stress,A3_decision_joint_relevant,256,0.01904296875,False,0.1444278749404475
narrow-6-6,narrow,stress,A3_decision_joint_relevant,1024,0.06982421875,False,0.5747710420982912
narrow-6-7,narrow,stress,A0_global_independent,64,0.0,False,0.028439749963581562
narrow-6-7,narrow,stress,A0_global_independent,256,0.0,False,0.1359105840092525
narrow-6-7,narrow,stress,A0_global_independent,1024,0.0,False,0.5577869169646874
narrow-6-7,narrow,stress,A3_decision_joint_relevant,64,4.656612873077393e-10,False,0.043486666050739586
narrow-6-7,narrow,stress,A3_decision_joint_relevant,256,2.648448571562767e-09,False,0.14777325000613928
narrow-6-7,narrow,stress,A3_decision_joint_relevant,1024,1.1874362826347351e-08,False,0.5677387919276953
narrow-10-0,narrow,stress,A0_global_independent,64,0.0,False,0.035272249951958656
narrow-10-0,narrow,stress,A0_global_independent,256,0.0,False,0.14076512504834682
narrow-10-0,narrow,stress,A0_global_independent,1024,0.0,False,0.5600855830125511
narrow-10-0,narrow,stress,A3_decision_joint_relevant,64,2.7755575615628914e-17,False,0.05861266597639769
narrow-10-0,narrow,stress,A3_decision_joint_relevant,256,4.2327252813834093e-16,False,0.19195574999321252
narrow-10-0,narrow,stress,A3_decision_joint_relevant,1024,1.5994150448506161e-15,False,0.7242318750359118
narrow-10-1,narrow,stress,A0_global_independent,64,0.0,False,0.036305458983406425
narrow-10-1,narrow,stress,A0_global_independent,256,0.0,False,0.144209791906178
narrow-10-1,narrow,stress,A0_global_independent,1024,0.0,False,0.5812652920139953
narrow-10-1,narrow,stress,A3_decision_joint_relevant,64,6.821210263296962e-13,False,0.059545540949329734
narrow-10-1,narrow,stress,A3_decision_joint_relevant,256,8.981260180007666e-12,False,0.1927547090454027
narrow-10-1,narrow,stress,A3_decision_joint_relevant,1024,3.7971403799019754e-11,False,0.735639207996428
narrow-10-2,narrow,stress,A0_global_independent,64,0.0,False,0.03583020798396319
narrow-10-2,narrow,stress,A0_global_independent,256,0.0,False,0.16493783297482878
narrow-10-2,narrow,stress,A0_global_independent,1024,0.0,False,0.6046069159638137
narrow-10-2,narrow,stress,A3_decision_joint_relevant,64,1.4210854715202004e-14,False,0.06630329205654562
narrow-10-2,narrow,stress,A3_decision_joint_relevant,256,8.215650382226158e-14,False,0.2173082089284435
narrow-10-2,narrow,stress,A3_decision_joint_relevant,1024,3.3306690738754696e-13,False,0.8184390420792624
narrow-10-3,narrow,stress,A0_global_independent,64,0.0,False,0.035425416892394423
narrow-10-3,narrow,stress,A0_global_independent,256,0.0,False,0.1413377079879865
narrow-10-3,narrow,stress,A0_global_independent,1024,0.0,False,0.5687229579780251
narrow-10-3,narrow,stress,A3_decision_joint_relevant,64,1.0,True,0.0015401249984279275
narrow-10-3,narrow,stress,A3_decision_joint_relevant,256,1.0,True,0.0014494160423055291
narrow-10-3,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.001490917056798935
narrow-10-4,narrow,stress,A0_global_independent,64,0.0,False,0.03640774998348206
narrow-10-4,narrow,stress,A0_global_independent,256,0.0,False,0.13985333289019763
narrow-10-4,narrow,stress,A0_global_independent,1024,0.0,False,0.5728927080053836
narrow-10-4,narrow,stress,A3_decision_joint_relevant,64,1.0,True,0.0016223749844357371
narrow-10-4,narrow,stress,A3_decision_joint_relevant,256,1.0,True,0.0014719999162480235
narrow-10-4,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.001439166022464633
narrow-10-5,narrow,stress,A0_global_independent,64,0.0,False,0.036484999931417406
narrow-10-5,narrow,stress,A0_global_independent,256,0.0,False,0.14610004192218184
narrow-10-5,narrow,stress,A0_global_independent,1024,0.0,False,0.5876081250607967
narrow-10-5,narrow,stress,A3_decision_joint_relevant,64,0.00010013580322265625,False,0.0503558749333024
narrow-10-5,narrow,stress,A3_decision_joint_relevant,256,0.0003814697265625,False,0.19215162505861372
narrow-10-5,narrow,stress,A3_decision_joint_relevant,1024,0.000652313232421875,False,0.7365872079972178
narrow-10-6,narrow,stress,A0_global_independent,64,0.0,False,0.034031250048428774
narrow-10-6,narrow,stress,A0_global_independent,256,0.0,False,0.14104437502101064
narrow-10-6,narrow,stress,A0_global_independent,1024,0.0,False,0.5600737909553573
narrow-10-6,narrow,stress,A3_decision_joint_relevant,64,0.125244140625,False,0.05514420790132135
narrow-10-6,narrow,stress,A3_decision_joint_relevant,256,0.12939453125,False,0.2436392919626087
narrow-10-6,narrow,stress,A3_decision_joint_relevant,1024,0.1962890625,False,0.9863008339889348
narrow-10-7,narrow,stress,A0_global_independent,64,0.0,False,0.03512733394745737
narrow-10-7,narrow,stress,A0_global_independent,256,0.0,False,0.14047941693570465
narrow-10-7,narrow,stress,A0_global_independent,1024,0.0,False,0.5586277920519933
narrow-10-7,narrow,stress,A3_decision_joint_relevant,64,1.0,True,0.03023954201489687
narrow-10-7,narrow,stress,A3_decision_joint_relevant,256,1.0,True,0.03189800004474819
narrow-10-7,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.031506208004429936
heavytail-3-0,heavytail,stress,A0_global_independent,64,3.552713678800501e-15,False,0.040988624910824
heavytail-3-0,heavytail,stress,A0_global_independent,256,2.531308496145357e-14,False,0.26236408308614045
heavytail-3-0,heavytail,stress,A0_global_independent,1024,2.2737367544323206e-13,False,1.4400501659838483
heavytail-3-0,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0009638749761506915
heavytail-3-0,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.000860957894474268
heavytail-3-0,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0008515830850228667
heavytail-3-1,heavytail,stress,A0_global_independent,64,9.450218385609332e-13,False,0.03559099999256432
heavytail-3-1,heavytail,stress,A0_global_independent,256,2.8279600883251987e-12,False,0.21657558297738433
heavytail-3-1,heavytail,stress,A0_global_independent,1024,6.970424237806583e-12,False,0.9556014999980107
heavytail-3-1,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0031342090805992484
heavytail-3-1,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0027198749594390392
heavytail-3-1,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0026618329575285316
heavytail-3-2,heavytail,stress,A0_global_independent,64,3.469446951953614e-18,False,0.03526466595940292
heavytail-3-2,heavytail,stress,A0_global_independent,256,1.3530843112619095e-16,False,0.5826890000607818
heavytail-3-2,heavytail,stress,A0_global_independent,1024,6.782768791069316e-16,False,1.1513354999478906
heavytail-3-2,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0017851670272648335
heavytail-3-2,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0017068750457838178
heavytail-3-2,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0021001669811084867
heavytail-3-3,heavytail,stress,A0_global_independent,64,0.0,False,0.022112499922513962
heavytail-3-3,heavytail,stress,A0_global_independent,256,0.0,False,0.11757116706576198
heavytail-3-3,heavytail,stress,A0_global_independent,1024,0.0,False,0.466855917009525
heavytail-3-3,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.00783979194238782
heavytail-3-3,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0074052499840036035
heavytail-3-3,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0077057910384610295
heavytail-3-4,heavytail,stress,A0_global_independent,64,0.0,False,0.02821304090321064
heavytail-3-4,heavytail,stress,A0_global_independent,256,0.0,False,0.13554716703947634
heavytail-3-4,heavytail,stress,A0_global_independent,1024,0.0,False,0.5667108329944313
heavytail-3-4,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0009374170331284404
heavytail-3-4,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0008672920521348715
heavytail-3-4,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0008442499674856663
heavytail-3-5,heavytail,stress,A0_global_independent,64,0.0,False,0.024316375027410686
heavytail-3-5,heavytail,stress,A0_global_independent,256,0.0,False,0.12272145797032863
heavytail-3-5,heavytail,stress,A0_global_independent,1024,0.0,False,0.5116164169739932
heavytail-3-5,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.000942167011089623
heavytail-3-5,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0008987500332295895
heavytail-3-5,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0010040419874712825
heavytail-3-6,heavytail,stress,A0_global_independent,64,0.0,False,0.031195000046864152
heavytail-3-6,heavytail,stress,A0_global_independent,256,0.0,False,0.18358891701791435
heavytail-3-6,heavytail,stress,A0_global_independent,1024,0.0,False,0.795772459008731
heavytail-3-6,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.000977667048573494
heavytail-3-6,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0009097090223804116
heavytail-3-6,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.000907834037207067
heavytail-3-7,heavytail,stress,A0_global_independent,64,2.0261570199409107e-15,False,0.03342362504918128
heavytail-3-7,heavytail,stress,A0_global_independent,256,1.63202784619898e-14,False,0.222909374977462
heavytail-3-7,heavytail,stress,A0_global_independent,1024,1.1013412404281553e-13,False,1.0218534170417115
heavytail-3-7,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0009408750338479877
heavytail-3-7,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0008490830659866333
heavytail-3-7,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0008425420382991433
heavytail-6-0,heavytail,stress,A0_global_independent,64,0.0,False,0.031019457965157926
heavytail-6-0,heavytail,stress,A0_global_independent,256,0.0,False,0.1717624580487609
heavytail-6-0,heavytail,stress,A0_global_independent,1024,0.0,False,0.7339576249942183
heavytail-6-0,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.001173041993752122
heavytail-6-0,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0010910839773714542
heavytail-6-0,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0010784580372273922
heavytail-6-1,heavytail,stress,A0_global_independent,64,0.0,False,0.02888337499462068
heavytail-6-1,heavytail,stress,A0_global_independent,256,0.0,False,0.14579654193948954
heavytail-6-1,heavytail,stress,A0_global_independent,1024,0.0,False,0.6170645829988644
heavytail-6-1,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.001280625001527369
heavytail-6-1,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.001113708014599979
heavytail-6-1,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0011126670287922025
heavytail-6-2,heavytail,stress,A0_global_independent,64,0.0,False,0.030751375015825033
heavytail-6-2,heavytail,stress,A0_global_independent,256,0.0,False,0.12504187505692244
heavytail-6-2,heavytail,stress,A0_global_independent,1024,0.0,False,0.4952066669939086
heavytail-6-2,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0011653749970719218
heavytail-6-2,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0010990420123562217
heavytail-6-2,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0010939170606434345
heavytail-6-3,heavytail,stress,A0_global_independent,64,0.0,False,0.02756933297496289
heavytail-6-3,heavytail,stress,A0_global_independent,256,0.0,False,0.1083388339029625
heavytail-6-3,heavytail,stress,A0_global_independent,1024,0.0,False,0.4333149589365348
heavytail-6-3,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0011885419953614473
heavytail-6-3,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.001096750027500093
heavytail-6-3,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0011095419758930802
heavytail-6-4,heavytail,stress,A0_global_independent,64,0.0,False,0.027413457981310785
heavytail-6-4,heavytail,stress,A0_global_independent,256,0.0,False,0.1064632919151336
heavytail-6-4,heavytail,stress,A0_global_independent,1024,0.0,False,0.4218903330620378
heavytail-6-4,heavytail,stress,A3_decision_joint_relevant,64,0.078125,False,0.0367846250301227
heavytail-6-4,heavytail,stress,A3_decision_joint_relevant,256,0.23046875,False,0.1432290410157293
heavytail-6-4,heavytail,stress,A3_decision_joint_relevant,1024,0.693359375,False,0.588558541960083
heavytail-6-5,heavytail,stress,A0_global_independent,64,0.0,False,0.02695716603193432
heavytail-6-5,heavytail,stress,A0_global_independent,256,0.0,False,0.10601962497457862
heavytail-6-5,heavytail,stress,A0_global_independent,1024,0.0,False,0.41721737501211464
heavytail-6-5,heavytail,stress,A3_decision_joint_relevant,64,5.340576171875e-05,False,0.03878375003114343
heavytail-6-5,heavytail,stress,A3_decision_joint_relevant,256,0.00024700164794921875,False,0.14490087504964322
heavytail-6-5,heavytail,stress,A3_decision_joint_relevant,1024,0.0007381439208984375,False,0.5740842500235885
heavytail-6-6,heavytail,stress,A0_global_independent,64,0.0,False,0.03488312498666346
heavytail-6-6,heavytail,stress,A0_global_independent,256,0.0,False,0.17296437500044703
heavytail-6-6,heavytail,stress,A0_global_independent,1024,0.0,False,0.7327495829667896
heavytail-6-6,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0011685830540955067
heavytail-6-6,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.001096333027817309
heavytail-6-6,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.001085125026293099
heavytail-6-7,heavytail,stress,A0_global_independent,64,0.0,False,0.02851495798677206
heavytail-6-7,heavytail,stress,A0_global_independent,256,3.469446951953614e-18,False,0.17699475004337728
heavytail-6-7,heavytail,stress,A0_global_independent,1024,1.3010426069826053e-17,False,0.796575541025959
heavytail-6-7,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0014202080201357603
heavytail-6-7,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0011759159388020635
heavytail-6-7,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0010941249784082174
heavytail-10-0,heavytail,stress,A0_global_independent,64,0.0,False,0.03631562495138496
heavytail-10-0,heavytail,stress,A0_global_independent,256,0.0,False,0.14222549996338785
heavytail-10-0,heavytail,stress,A0_global_independent,1024,0.0,False,0.5712149169994518
heavytail-10-0,heavytail,stress,A3_decision_joint_relevant,64,0.0,False,0.05012762499973178
heavytail-10-0,heavytail,stress,A3_decision_joint_relevant,256,0.0,False,0.18339891696814448
heavytail-10-0,heavytail,stress,A3_decision_joint_relevant,1024,0.0,False,0.7270090410020202
heavytail-10-1,heavytail,stress,A0_global_independent,64,0.0,False,0.04595258296467364
heavytail-10-1,heavytail,stress,A0_global_independent,256,0.0,False,0.3982242080383003
heavytail-10-1,heavytail,stress,A0_global_independent,1024,0.0,False,1.8192412499338388
heavytail-10-1,heavytail,stress,A3_decision_joint_relevant,64,0.0,False,0.06157041701953858
heavytail-10-1,heavytail,stress,A3_decision_joint_relevant,256,0.0,False,0.23709279100876302
heavytail-10-1,heavytail,stress,A3_decision_joint_relevant,1024,0.0,False,0.936912624980323
heavytail-10-2,heavytail,stress,A0_global_independent,64,0.0,False,0.03789729194249958
heavytail-10-2,heavytail,stress,A0_global_independent,256,0.0,False,0.14506858389358968
heavytail-10-2,heavytail,stress,A0_global_independent,1024,0.0,False,0.5804196670651436
heavytail-10-2,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0016042919596657157
heavytail-10-2,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0014550420455634594
heavytail-10-2,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.001433375058695674
heavytail-10-3,heavytail,stress,A0_global_independent,64,0.0,False,0.03669979202095419
heavytail-10-3,heavytail,stress,A0_global_independent,256,0.0,False,0.14525799988768995
heavytail-10-3,heavytail,stress,A0_global_independent,1024,0.0,False,0.5576329579344019
heavytail-10-3,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0015637920005246997
heavytail-10-3,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0016726660542190075
heavytail-10-3,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.001518790959380567
heavytail-10-4,heavytail,stress,A0_global_independent,64,0.0,False,0.03485820791684091
heavytail-10-4,heavytail,stress,A0_global_independent,256,0.0,False,0.1411566250026226
heavytail-10-4,heavytail,stress,A0_global_independent,1024,0.0,False,0.5619535410078242
heavytail-10-4,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.0016806249041110277
heavytail-10-4,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0015076249837875366
heavytail-10-4,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0014379159547388554
heavytail-10-5,heavytail,stress,A0_global_independent,64,0.0,False,0.03886129101738334
heavytail-10-5,heavytail,stress,A0_global_independent,256,0.0,False,0.16319166705943644
heavytail-10-5,heavytail,stress,A0_global_independent,1024,0.0,False,0.6593400839483365
heavytail-10-5,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.001474499935284257
heavytail-10-5,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0014433750184252858
heavytail-10-5,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0016005830839276314
heavytail-10-6,heavytail,stress,A0_global_independent,64,0.0,False,0.03517054207623005
heavytail-10-6,heavytail,stress,A0_global_independent,256,0.0,False,0.13998487498611212
heavytail-10-6,heavytail,stress,A0_global_independent,1024,0.0,False,0.5618019580142573
heavytail-10-6,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.001508333021774888
heavytail-10-6,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0014419590588659048
heavytail-10-6,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0015582500491291285
heavytail-10-7,heavytail,stress,A0_global_independent,64,0.0,False,0.038612708915024996
heavytail-10-7,heavytail,stress,A0_global_independent,256,0.0,False,0.16429545800201595
heavytail-10-7,heavytail,stress,A0_global_independent,1024,0.0,False,0.6594815420685336
heavytail-10-7,heavytail,stress,A3_decision_joint_relevant,64,1.0,True,0.001514500007033348
heavytail-10-7,heavytail,stress,A3_decision_joint_relevant,256,1.0,True,0.0015107908984646201
heavytail-10-7,heavytail,stress,A3_decision_joint_relevant,1024,1.0,True,0.0014467089204117656
