family,m,N,K,rho_max,margin,flip_rate,class_size
DTLZ,6,311,8,-0.09743601406283868,0.01750241775424166,0.575,8
DTLZ,15,79,17,0.16701845354471628,0.04347349358209229,0.1,2
DTLZ,13,128,15,0.1420308741500081,0.010514177829139881,1.0,5
DTLZ,9,93,11,0.11173637498020875,0.03374245505790818,0.15,4
DTLZ,9,106,11,0.09715880307883938,0.0037375207395339283,0.85,3
DTLZ,6,67,8,-0.009994741092823679,0.04349679393694583,0.25,3
DTLZ,7,358,9,-0.06236712725008391,0.004753654241474448,0.45,5
DTLZ,10,216,12,0.05279074748927276,0.028446110881836906,0.225,5
DTLZ,14,180,16,0.08578970512141282,0.0024239646632463474,0.5,5
DTLZ,6,265,8,-0.07647412436008225,0.011172396874895463,0.175,5
DTLZ,12,377,14,0.029898755760633507,0.014864566008341407,0.5,7
DTLZ,8,383,10,-0.002109832478634277,0.005785543247989966,0.925,10
DTLZ,8,179,10,0.025266317214439768,0.03332712823232997,0.2,6
DTLZ,4,484,6,-0.25345877334142397,0.00046082738374797483,0.9,6
DTLZ,9,386,11,-0.05391052019263178,0.014362848135269113,0.725,5
DTLZ,8,159,10,0.14782577043993042,0.00808067810923585,0.7,7
DTLZ,12,378,14,0.050624643373486364,0.007009959153836065,0.65,11
DTLZ,15,174,17,0.11901851959853849,0.00191690880138351,0.225,3
DTLZ,11,425,13,0.020743463865343682,0.005525372580626242,0.6,6
DTLZ,4,331,6,-0.2550426275318248,0.01049803034298169,0.55,8
Energy,6,343,8,-0.11632925715005354,0.012386551821153335,0.725,7
Energy,6,208,8,-0.10745541430084818,0.033530452495060314,0.175,6
Energy,4,326,6,-0.26863913130221123,0.03224116398640514,0.55,5
Energy,5,440,7,-0.19317755177614698,0.00031287578183919473,0.525,11
Energy,6,424,8,-0.14263397308860548,0.00770653114144243,0.875,11
Energy,4,413,6,-0.29189697291004774,0.01776729166769042,0.875,8
Energy,7,396,9,-0.08957237845332008,0.00947366572749292,0.675,8
Energy,5,115,7,0.0015285494138576208,0.010062783652570628,0.375,5
Energy,5,261,7,-0.1681621789802374,0.0008328928400372915,0.7,8
Energy,6,324,8,-0.12248922295671347,0.013953584656892393,0.825,9
Energy,5,439,7,-0.20019029986766504,0.0039652425683813775,0.7,14
Energy,5,316,7,-0.19276869704703056,0.0035977943870978413,0.925,9
Energy,6,334,8,-0.0852325922248458,0.02505556621999344,0.125,4
Energy,7,81,9,-0.06128670034169002,0.025606646533591182,0.525,3
Energy,8,213,10,-0.02410732126825103,0.023696222045140436,0.65,9
Energy,8,386,10,-0.060423614537941636,0.006777924969353699,0.6,6
Energy,7,224,9,-0.07403802504725829,0.01460744070431419,0.625,7
Energy,8,194,10,-0.04635267619121866,0.018717987903490496,0.55,6
Energy,8,494,10,-0.05581935787768916,0.020516397774475226,0.8,10
Energy,8,124,10,-0.026063870102097875,0.009382352775346103,0.575,5
Energy,5,285,7,-0.20794128917134896,0.007773803200009866,0.825,6
Energy,6,177,8,0.0008962742650742081,0.044423812635987825,0.6,5
Energy,4,123,6,-0.24942460362402202,0.025857267724652855,0.025,2
Energy,6,164,8,-0.024098681693162347,0.05444290028056553,0.35,6
Energy,8,180,10,-0.0075996477513674745,0.006397211866583652,0.8,4
Energy,6,87,8,0.1816846523595935,0.002746749258146941,0.525,6
Energy,6,354,8,-0.07180998680963854,0.013108268043406923,0.125,6
Energy,8,310,10,-0.04040767456878544,0.03388766620610051,0.825,8
Energy,4,280,6,-0.27444729555906955,0.05775358653038393,0.3,5
Energy,6,222,8,-0.02770712055845871,0.015391964416304194,0.0,1
Energy,5,413,7,-0.20153056349217574,0.0037902401571384137,0.6,4
Energy,6,93,8,-0.0407985998091298,0.04769192859146143,0.175,5
Energy,7,191,9,-0.08287559047020021,0.024635702823890937,0.025,2
Energy,4,143,6,-0.2853979515254401,0.02895599405490079,0.7,5
Energy,5,85,7,-0.13024465781508265,0.0050468838269775995,0.45,2
Energy,7,104,9,-0.03352589965029512,0.03774786079392822,0.7,8
Energy,4,390,6,-0.31691047415370954,0.0014806715301178275,0.9,8
Energy,5,455,7,-0.21683397174375063,0.0008466284563006798,0.875,8
Energy,4,453,6,-0.30105760915795154,0.0054143111884631945,0.675,2
Energy,5,322,7,-0.14277216321585212,0.007787924106799182,0.45,5
Energy,7,320,9,-0.11775610852288199,0.01145881188093928,0.6,7
Energy,4,143,6,-0.2904353266747432,0.06026892785128091,0.425,3
Energy,5,244,7,-0.17490164955278623,0.035597066589258486,0.0,1
Energy,5,119,7,-0.09139647424453164,0.02868231028431678,0.5,7
Energy,4,129,6,-0.26014445493936617,0.001985844016886784,0.575,4
Energy,6,316,8,-0.09906242822870953,0.020529741148436476,0.45,9
Energy,8,459,10,-0.06507066564201085,0.02120232232124175,1.0,15
Energy,8,439,10,-0.09384863049758786,0.013257841851659846,0.35,7
Energy,7,320,9,-0.07104980807579575,0.003495696041834362,0.575,6
Energy,7,442,9,-0.1219988800306143,0.03127477484562252,0.325,10
Concrete,7,490,9,-0.11142607121926412,0.02255338945824631,0.6,11
Concrete,6,151,8,-0.02980485058998339,0.01125096539299375,0.5,9
Concrete,4,103,6,-0.19084894217442264,0.05121191626452376,0.1,3
Concrete,8,185,10,0.013992480490757879,0.03181578120175316,0.7,8
Concrete,6,497,8,-0.13063654775554023,0.01552265964832078,0.7,6
Concrete,4,414,6,-0.29419010979796556,0.00018186585798524169,0.875,5
Concrete,5,488,7,-0.1591643749952778,0.024087587124209386,0.525,4
Concrete,5,406,7,-0.1918884241324216,0.0005469377100171258,0.75,11
Concrete,8,352,10,-0.06436076655962224,0.004452848464342907,0.475,3
Concrete,6,248,8,-0.1294225848847765,0.004205801705955192,0.425,4
Concrete,6,375,8,-0.14787696000771772,0.04119175115832158,0.6,5
Concrete,5,92,7,-0.15421737522306522,0.024583743305500838,0.175,3
Concrete,8,294,10,-0.050543177171440856,0.005540154372109696,0.0,1
Concrete,6,424,8,-0.1140165264992277,0.006841911868930295,0.725,11
Concrete,8,319,10,-0.021405679887792458,0.04014392894694968,0.2,2
Concrete,8,203,10,-0.040591130310419825,0.010159889261514232,1.0,11
Concrete,4,408,6,-0.2604163626821194,0.04125056551940631,0.175,3
Concrete,6,453,8,-0.15377570005792057,0.02010167375120403,0.45,7
Concrete,7,282,9,-0.08651230711328049,0.02696756932853206,0.775,4
Concrete,5,237,7,-0.15208818142721287,0.031803208474278255,0.45,3
Concrete,6,252,8,-0.09215977992386072,0.015341422408609584,0.5,8
Concrete,6,359,8,-0.12563943521264492,0.03492827074585503,0.65,9
Concrete,4,302,6,-0.2422843327553821,0.004417956027373382,0.675,6
Concrete,8,116,10,0.07917758598630177,0.052114867404417176,0.525,6
Concrete,5,460,7,-0.2110717397490135,0.022376281199922687,0.05,3
Concrete,7,434,9,-0.07133156168263924,0.0009594768843853019,0.55,11
Concrete,5,233,7,-0.15445319371998692,0.05793142883048896,0.625,9
Concrete,7,236,9,-0.0852257875623002,0.030408041459306534,0.525,5
Concrete,5,121,7,-0.1201297676653187,0.008641462524916488,0.6,3
Concrete,8,117,10,0.017773067493717053,0.008176029009134611,0.5,5
Concrete,4,276,6,-0.2955273970824072,0.0003901292726401495,0.8,3
Concrete,7,113,9,-0.013598643995223631,0.021290899232024152,0.2,4
Concrete,6,139,8,-0.016793971906837735,0.015591712984156736,0.725,5
Concrete,8,305,10,-0.0740542725259208,0.02166273736701213,0.45,11
Concrete,6,471,8,-0.14133506142431315,0.014693210312147986,0.55,10
Concrete,7,229,9,-0.06313093844198633,0.0012332511548733271,0.6,9
Concrete,8,283,10,-0.05306628107823626,0.038660996051466556,0.525,10
Concrete,5,374,7,-0.19942675057504705,0.018014361082345998,0.4,6
Concrete,8,179,10,-0.058150352342055074,0.042616429357039576,0.125,4
Concrete,4,348,6,-0.2541298434314684,0.003728843853664787,0.2,5
Concrete,8,281,10,-0.021406871075722415,0.04565259938979821,0.05,2
Concrete,5,452,7,-0.1989117303958851,0.012943915270192174,0.775,12
Concrete,8,369,10,-0.021553799421679183,0.050753311162379466,0.625,8
Concrete,8,476,10,-0.0745264707206705,0.02354335728444895,0.525,8
Concrete,4,103,6,-0.23617322610676045,0.0015255153247480946,0.875,6
Concrete,6,331,8,-0.1215949080254898,0.00019224457692390562,0.775,7
Concrete,4,139,6,-0.20359451267584527,0.030395001048565518,0.45,5
Concrete,6,75,8,0.055253899353671546,0.01566323760635102,0.3,2
Concrete,8,242,10,-0.02712787010246143,0.04588291864117261,0.025,2
Concrete,8,106,10,0.0512617005863794,0.025766540307321062,0.3,4
